Adv Name,Industry,Campaign Name,Total Impressions,Total Clicks,Total Revenue,Month
Pharmeasy,Health & wellness,OF-13767_Pharmeasy_HomeBTFReward,6610,14,98,Mar'22
Zebpay,BFSI,OF-13770_Zebpay_CB_3,30030,542,0,Mar'22
EatFit,FnB,OF-13794_EatFit_PostTxn,30441815,156458,0,Mar'22
CoinSwitch,BFSI,OF-13814_Coinswitch_HomemastHead,84443,6896,0,Mar'22
Witzeal-Big cash,Gaming,OF-13818_Witzeal- Big cash_HomemastHead,244636,5175,0,Mar'22
Ludo_Gold,Gaming,OF-13819_LudoGold_Homemasthead,1389991816,3393435,20000000,Mar'22
Ludo Supreme,Gaming,OF-13871_LudoNinja_CBRewardsMMBTFHPTop,17155194,60413,362478,Mar'22
Ludo Supreme,Gaming,OF-13871_LudoNinja_CBRewardsMMBTFHPTop,335738753,404464,2426784,Mar'22
Ludo Supreme,Gaming,OF-13871_LudoNinja_CBRewardsMMBTFHPTop,2489194,16767,100602,Mar'22
Ludo_Gold,Gaming,OF-13820_Ludo Gold_ROS,31449594,78033,468198,Mar'22
Ludo_Gold,Gaming,OF-13820_Ludo Gold_ROS,705373232,772232,4633392,Mar'22
Ludo_Gold,Gaming,OF-13820_Ludo Gold_ROS,2902877,21420,128520,Mar'22
Ludo Supreme,Gaming,OF-13871_LudoNinja_CBRewardsMMBTFHPTop,76349920,176159,1056954,Mar'22
Ludo_Gold,Gaming,OF-13820_Ludo Gold_ROS,341211786,752783,4516698,Mar'22
Ludo_Gold,Gaming,OF-13821_Ludo Gold_HomeBTF,20543652,184008,1335337,Mar'22
Ludo_Gold,Gaming,OF-13821_Ludo Gold_HomeBTF,19868576,68551,1291457,Mar'22
Mondelez-Cadbury,FMCG & CPG,OF-13971_Mondelez-Cadbury_Reward,4565063,7092,28368,Mar'22
Adzmonk - Brigade group,Misc,OF-13918_Adzmonk - Brigade_Homepage,21336193,68767,325000,Mar'22
IDFC CC,BFSI,OF-13845_Sokrati-IDFC CC_HomeBTFMMBTF,5695391,34825,139099,Mar'22
IDFC CC,BFSI,OF-13845_Sokrati-IDFC CC_HomeBTFMMBTF,1302983,9353,37358,Mar'22
IDFC CC,BFSI,OF-13845_Sokrati-IDFC CC_HomeBTFMMBTF,10632580,28088,112190,Mar'22
Hotstar,OTT & Entertainment,OF-13846_Hotstar_HomeATF,5762,260,0,Mar'22
Ace2three,Gaming,OF-13852_ACE23_HomeBTF_1,98976122,154527,5600000,Mar'22
PayTM First Games,Gaming,OF-13853_PaytmFirstGames_HPMMBTFCBReward,29621475,66634,481661,Mar'22
PayTM First Games,Gaming,OF-13853_PaytmFirstGames_HPMMBTFCBReward,42860540,63961,462340,Mar'22
PayTM First Games,Gaming,OF-13853_PaytmFirstGames_HPMMBTFCBReward,757697629,273700,1978430,Mar'22
PayTM First Games,Gaming,OF-13853_PaytmFirstGames_HPMMBTFCBReward,2899910,10731,77569,Mar'22
Kinnect-Canara Robeco MF,BFSI,OF-13858_Kinnect-Canara Robeco MF_Reward,477510,854,16642,Mar'22
Kinnect-Canara Robeco MF,BFSI,OF-13860_Kinnect-Canara Robeco MF_Reward,484877,943,16865,Mar'22
Kinnect-Canara Robeco MF,BFSI,OF-13861_Kinnect-Canara Robeco MF_Reward,477588,877,24841,Mar'22
Kinnect-Canara Robeco MF,BFSI,OF-13863_Kinnect-Canara Robeco MF_Reward,485211,866,16959,Mar'22
Kinnect-Canara Robeco MF,BFSI,OF-13864_Kinnect-Canara Robeco_Reward,486661,911,16977,Mar'22
Kinnect-Canara Robeco MF,BFSI,OF-13858_Kinnect-Canara Robeco MF_Reward,2391783,2747,83358,Mar'22
Kinnect-Canara Robeco MF,BFSI,OF-13860_Kinnect-Canara Robeco MF_Reward,2390194,4009,83135,Mar'22
Kinnect-Canara Robeco MF,BFSI,OF-13861_Kinnect-Canara Robeco MF_Reward,1445017,1995,75159,Mar'22
Kinnect-Canara Robeco MF,BFSI,OF-13863_Kinnect-Canara Robeco MF_Reward,2375815,3142,83041,Mar'22
Kinnect-Canara Robeco MF,BFSI,OF-13864_Kinnect-Canara Robeco_Reward,2379913,3885,83023,Mar'22
Rummy Circle,Gaming,OF-13866_Rummy Circle_HomeBTF,87639070,220291,5258344,Mar'22
Rummy Circle,Gaming,OF-13867_Rummy Circle_MMBTF,23724141,75230,1304828,Mar'22
Rummy Circle,Gaming,OF-13869_Rummy Circle_Rewards,175439834,199155,840000,Mar'22
Rummy Circle,Gaming,OF-13949_Rummy Circle_Homepage top,147829114,192778,750000,Mar'22
Jupiter,BFSI,OF-13889_Jupiter_HomepageBTF/Rewards/Mymoney,14668073,63620,331183,Mar'22
Jupiter,BFSI,OF-13889_Jupiter_HomepageBTF/Rewards/Mymoney,34007877,88067,458446,Mar'22
Jupiter,BFSI,OF-13881_Jupiter_HomePage ATF/CB/CBC,484447416,252756,373762,Mar'22
Jupiter,BFSI,OF-13889_Jupiter_HomepageBTF/Rewards/Mymoney,1538566,9974,51921,Mar'22
Jupiter,BFSI,OF-13881_Jupiter_HomePage ATF/CB/CBC,513824445,884741,1308308,Mar'22
IDFC savings,BFSI,OF-13888_Sokrati-IDFC Savings_Homepage BTF /Rewards,2723842,10993,42351,Mar'22
IDFC savings,BFSI,OF-13888_Sokrati-IDFC Savings_Homepage BTF /Rewards,5276352,13421,51705,Mar'22
IDFC savings,BFSI,OF-13888_Sokrati-IDFC Savings_Homepage BTF /Rewards,48278030,12122,46701,Mar'22
IDFC savings,BFSI,OF-13888_Sokrati-IDFC Savings_Homepage BTF /Rewards,4628562,21820,84063,Mar'22
Healthkart,Health & wellness,OF-13898_Healthkart_Homepage/Rewards/PTxn,308257,670,2154,Mar'22
Healthkart,Health & wellness,OF-13898_Healthkart_Homepage/Rewards/PTxn,11161768,22778,73230,Mar'22
Healthkart,Health & wellness,OF-13898_Healthkart_Homepage/Rewards/PTxn,6734761,23209,74616,Mar'22
Gamezy,Gaming,OF-13894- Gamezy - Pre IPL-HomeMastHead,237230667,383841,2500000,Mar'22
Performics-Axis CC,BFSI,OF-13895_Performics-Axis CC_HomeBTFMMBTFRewardCB,10254450,47326,163021,Mar'22
Performics-Axis CC,BFSI,OF-13895_Performics-Axis CC_HomeBTFMMBTFRewardCB,5567897,9526,32814,Mar'22
Performics-Axis CC,BFSI,OF-13895_Performics-Axis CC_HomeBTFMMBTFRewardCB,29993710,26169,90143,Mar'22
Performics-Axis CC,BFSI,OF-13895_Performics-Axis CC_HomeBTFMMBTFRewardCB,15595108,55834,192328,Mar'22
Ludo_Gold,Gaming,OF-13900_Ludo Gold_Homepage BTF,61462329,256156,3600000,Mar'22
Epifi,BFSI,OF-13903_Epifi_PTCBCBCHP,62777858,40659,68918,Mar'22
Epifi,BFSI,OF-13903_Epifi_PTCBCBCHP,92667751,203273,344552,Mar'22
Epifi,BFSI,OF-13903_Epifi_PTCBCBCHP,47559706,190617,323100,Mar'22
Epifi,BFSI,OF-13903_Epifi_PTCBCBCHP,134113778,155414,263430,Mar'22
Onecard,BFSI,OF_13904_Onecard_HP,280003891,1020889,3800000,Mar'22
CoinSwitch,BFSI,OF-13926_CoinSwitch_HomeBTFRewardsMMBTF,9868281,24797,493414,Mar'22
CoinSwitch,BFSI,OF-13926_CoinSwitch_HomeBTFRewardsMMBTF,6630823,11538,331541,Mar'22
CoinSwitch,BFSI,OF-13926_CoinSwitch_HomeBTFRewardsMMBTF,962298,6908,48115,Mar'22
CoinSwitch,BFSI,OF-13927_CoinSwitch_CBPTCBC,160803825,978882,1056417,Mar'22
CoinSwitch,BFSI,OF-13927_CoinSwitch_CBPTCBC,128158606,169682,183122,Mar'22
CoinSwitch,BFSI,OF-13927_CoinSwitch_CBPTCBC,260537368,241345,260461,Mar'22
Meesho,e-Commerce,OF-13907_Meesho_Homemasthead,309251630,548610,4250000,Mar'22
Gamezy,Gaming,OF-13910_Gamezy CPC March_PTxnCBCCBRewards,293353,743,1862,Mar'22
Gamezy,Gaming,OF-13911_GamezyPoker_PTCBCBCReward,287731,852,2024,Mar'22
Gamezy,Gaming,OF-13912_GamezyFantasy_RewardCBPTCBC,929240,2243,12776,Mar'22
Gamezy,Gaming,OF-13913_GamezyLudo_RewardsPTCBCBC,63360,284,660,Mar'22
Gamezy,Gaming,OF-13910_Gamezy CPC March_PTxnCBCCBRewards,30930266,5277,13227,Mar'22
Gamezy,Gaming,OF-13911_GamezyPoker_PTCBCBCReward,68861753,13308,31614,Mar'22
Gamezy,Gaming,OF-13912_GamezyFantasy_RewardCBPTCBC,59542427,11072,63066,Mar'22
Gamezy,Gaming,OF-13913_GamezyLudo_RewardsPTCBCBC,45421248,16672,38744,Mar'22
Gamezy,Gaming,OF-13910_Gamezy CPC March_PTxnCBCCBRewards,46256944,175729,440464,Mar'22
Gamezy,Gaming,OF-13911_GamezyPoker_PTCBCBCReward,44896853,171436,407255,Mar'22
Gamezy,Gaming,OF-13912_GamezyFantasy_RewardCBPTCBC,25949596,100701,573589,Mar'22
Gamezy,Gaming,OF-13913_GamezyLudo_RewardsPTCBCBC,13306990,51207,119000,Mar'22
Gamezy,Gaming,OF-13910_Gamezy CPC March_PTxnCBCCBRewards,47117044,76854,192634,Mar'22
Gamezy,Gaming,OF-13911_GamezyPoker_PTCBCBCReward,46858094,83815,199107,Mar'22
Gamezy,Gaming,OF-13912_GamezyFantasy_RewardCBPTCBC,42940192,61547,350569,Mar'22
Gamezy,Gaming,OF-13913_GamezyLudo_RewardsPTCBCBC,21935933,35112,81597,Mar'22
One Touch Glucometer,Health & wellness,OF-13924_BlinkDigital-One Touch Glucometer_HomeATFReward,358440,861,4573,Mar'22
One Touch Glucometer,Health & wellness,OF-13924_BlinkDigital-One Touch Glucometer_HomeATFReward,23239048,55619,295427,Mar'22
GetMega,Gaming,OF-13939_GetMega_Home ATF,173359367,264692,431910,Mar'22
Citibank,BFSI,OF-13947_Citi_Banner(Set2)_Mar'22_CBCBC,16931975,7603,38015,Mar'22
Citibank,BFSI,OF-13945_Citi_Banner(Set1)_Mar'22_PTxn,42361184,187683,375366,Mar'22
Citibank,BFSI,OF-13947_Citi_Banner(Set2)_Mar'22_CBCBC,10117651,23067,115335,Mar'22
Citibank,BFSI,OF-13947_Citi_Banner(Set2)_Mar'22_CBCBC,1201786,9060,45300,Mar'22
Citibank,BFSI,OF-13947_Citi_Banner(Set2)_Mar'22_CBCBC,13299,265,1325,Mar'22
Rummy Circle,Gaming,OF-13950_Rummy Circle_CBCBCPTxn,248565052,56795,289316,Mar'22
Rummy Circle,Gaming,OF-13950_Rummy Circle_CBCBCPTxn,26074876,58660,298816,Mar'22
Rummy Circle,Gaming,OF-13950_Rummy Circle_CBCBCPTxn,46355760,61222,311867,Mar'22
UNI Cards,BFSI,OF-13951_Ethinos-Unicards_MMBTFHomeBTFPT,710445,8940,53640,Mar'22
UNI Cards,BFSI,OF-13951_Ethinos-Unicards_MMBTFHomeBTFPT,495538,2096,12576,Mar'22
UNI Cards,BFSI,OF-13951_Ethinos-Unicards_MMBTFHomeBTFPT,9357787,49739,298434,Mar'22
Isobar- IndusInd,BFSI,OF-13952_Isobar-IndusInd_PostTxn,11536976,34227,149790,Mar'22
Helpage,BFSI,OF-13953_Helpage_MMBTF,698493,3975,17206,Mar'22
Onecard,BFSI,OF-13954_Onecard_RewardsCBMMBTF,10071454,44769,200936,Mar'22
Onecard,BFSI,OF-13954_Onecard_RewardsCBMMBTF,55734471,41816,187682,Mar'22
Onecard,BFSI,OF-13954_Onecard_RewardsCBMMBTF,301985,2536,11382,Mar'22
Dhan,BFSI,OF-13961_Dhan_PTxnHomepage,45061430,100254,104901,Mar'22
Dhan,BFSI,OF-13961_Dhan_PTxnHomepage,24719337,129114,135099,Mar'22
ICICI Home loan,BFSI,OF-13967_ICICI Home Loans_CBC,75618908,155950,482110,Mar'22
RummyTime,Gaming,OF-13983_Rummy Time - Banner_Reward,1767876,2769,16614,Mar'22
Dhani_DOF,BFSI,OF-13993_Dhani Stocks_CBCHomeBTF,90184760,198301,250000,Mar'22
Ajio,e-Commerce,OF-13997_Ajio_HomeMastHead,295990961,896501,5000000,Mar'22
KFC,FnB,OF-13999_KFC_HomeATF,2378592,6621,142716,Mar'22
Ajio,e-Commerce,OF-13998_AJIO_Rewards + PTxn,3492722,7286,130476,Mar'22
Ajio,e-Commerce,OF-13998_AJIO_Rewards + PTxn,20599439,66909,769524,Mar'22
Apple,Telecom & Utility,OF-12521_Apple,26524,92,0,Mar'22
Apple,Telecom & Utility,OF-12521_Apple,26,1,0,Mar'22
Apple,Telecom & Utility,OF-12521_Apple,577,0,0,Mar'22
Aha,OTT & Entertainment,OF-13568_Aha,4,0,0,Mar'22
News 18,Misc,OF-14013_News 18_HomeMasthead,1,1,0,Mar'22
Myntra,e-Commerce,OF-14066_Myntra_HP Slot 1,152668931,349713,2500000,Mar'22
Sharekhan,BFSI,OF-14007_Sharekhan_CBC + PTxn,25988112,76191,152382,Mar'22
Sharekhan,BFSI,OF-14007_Sharekhan_CBC + PTxn,12809356,12955,25910,Mar'22
Meesho,e-Commerce,OF-14027_Meesho,100461703,48284,3037911,Mar'22
Xiaomi,OEMs,OF-14025_Xiaomi_Homemasthead,172127010,990402,2500000,Mar'22
Winzo,Gaming,OF-14087_Winzo_HomeATF,32316181,35351,450000,Mar'22
RummyTime,Gaming,OF-13983_Rummy Time - Banner_Reward,21954433,3833,22998,Mar'22
Citibank,BFSI,OF-13947_Citi_Banner(Set2)_Mar'22_CBCBC,134537,1476,7380,Mar'22
GetMega,Gaming,OF-13939_GetMega_Home ATF,108585879,103012,168090,Mar'22
PlayerZpot,Gaming,OF-13887_Playerzpot_HomeMasttHead,70862310,56554,254067,Mar'22
Isobar- IndusInd,BFSI,OF-13952_Isobar-IndusInd_PostTxn,3142219,11473,50210,Mar'22
RummyCulture,Gaming,OF-14122_Rummy Culture_HomemastHead,357848504,748797,3999999,Mar'22
ICICI Home loan,BFSI,OF-13967_ICICI Home Loans_CBC,2952952,5787,17890,Mar'22
Performics-Axis CC,BFSI,OF-13895_Performics-Axis CC_HomeBTFMMBTFRewardCB,20631284,58553,201694,Mar'22
Bajaj,BFSI,OF-14124_BajajFin_MMBTFReward,3816056,8658,60606,Mar'22
Bajaj,BFSI,OF-14124_BajajFin_MMBTFReward,104598,1746,12222,Mar'22
Bajaj,BFSI,OF-14161_Bajaj Finserv_CBCPT,165791126,698010,656715,Mar'22
Bajaj,BFSI,OF-14161_Bajaj Finserv_CBCPT,94008399,295952,278443,Mar'22
INDMoney,BFSI,OF-14125_INDmoney_HomeBTF,6780706,19600,98000,Mar'22
Voot,OTT & Entertainment,OF-14089_Voot Select-Holi Roadblock_Homepage ATF,132749185,408457,2400000,Mar'22
Standard Chartered,BFSI,OF-13585_iProspect-Standard Chartered_HomeBTF,10164819,29482,175802,Mar'22
Winzo,Gaming,OF-14088_Winzo - ATF 2_Homepage ATF,36970590,44368,900000,Mar'22
Sony,OEMs,OF-14112_Sony_HomeBTF,3478027,8405,58835,Mar'22
Sony,OEMs,OF-14113_Sony_HomeBTF,114584,428,973,Mar'22
RummyTime,Gaming,OF-13983_Rummy Time - Banner_Reward,28053838,118468,710808,Mar'22
IDFC CC,BFSI,OF-13845_Sokrati-IDFC CC_HomeBTFMMBTF,31280224,35763,142846,Mar'22
IDFC savings,BFSI,OF-13888_Sokrati-IDFC Savings_Homepage BTF /Rewards,41689235,38203,147180,Mar'22
Damensch,e-Commerce,OF-13649_Damensch_Reward,1,0,0,Mar'22
KFC,FnB,OF-14170_KFC Biryani_HomeBTF,628815,8268,12857,Mar'22
Onecard,BFSI,OF-14223_Onecard_HomemastHead,42527333,168954,600000,Mar'22
Ludo_Gold,Gaming,OF-14191_Ludo Gold_HomemastHead,123736773,283139,2500000,Mar'22
Helpage,BFSI,OF-13953_Helpage_MMBTF,201383,477,2065,Mar'22
Helpage,BFSI,OF-13953_Helpage_MMBTF,19361754,11292,48879,Mar'22
TAPF,Misc,OF-14268_TAPF_MMBTF,479849,2229,15603,Mar'22
My11Circle,Gaming,OF-14318_My11Circle_CB,135712054,130556,913892,Mar'22
My11Circle,Gaming,OF-14319_My11Circle_CBC,242105675,279203,1954421,Mar'22
MPL Communication,Gaming,OF-14269_MPL Gaming_HomeMastHead,241614195,534441,3800000,Mar'22
Star Sports,OEMs,OF-14080_Star Sports_HomeMastHead,162660280,649689,3000000,Mar'22
Gamezy,Gaming,OF-14304_Gamezy_HomeATF,200998835,246983,3500000,Mar'22
My11Circle,Gaming,OF-14332_My11Circle_HomeBTF,811954,3167,22169,Mar'22
My11Circle,Gaming,OF-14333_My11Circle_Rewards,7272069,12901,90307,Mar'22
My11Circle,Gaming,OF-14334_My11Circle_My Money BTF,536613,2847,19929,Mar'22
Ace2three,Gaming,OF-14324_A23 Fantasy_HomeATF2,30525373,31110,1000000,Mar'22
Licious,Daily needs & Grocery,"OF-13619_Licious_Reward,HomeATF",29760,83,498,Mar'22
HowZat_MyMoney,Daily needs & Grocery,"OF-14329_Howzat_HomeBTF,MMBTF",1305450,6160,36960,Mar'22
HowZat_MyMoney,Gaming,"OF-14329_Howzat_HomeBTF,MMBTF",165393,1206,7236,Mar'22
Zebpay,BFSI,OF-14015_ZebPay_Mar'22_Banner_Post txn,40150911,238840,320000,Mar'22
Oneplus,OEMs,OF-14355_One Plus_HomemastHead,219470786,389092,500000,Mar'22
Sony,OEMs,OF-14113_Sony_HomeBTF,40978365,87587,199027,Mar'22
Hotstar,OTT & Entertainment,OF-14361_Hotstar_Homemasthead,20416116,74766,600000,Mar'22
Gamezy,Gaming,OF-14305_Gamezy_MMBTF,961414,4849,500000,Mar'22
KFC,FnB,OF-14170_KFC Biryani_HomeBTF,3891711,18925,79574,Mar'22
KFC,FnB,OF-13999_KFC_HomeATF,384335,1789,23060,Mar'22
KFC,FnB,OF-14170_KFC Biryani_HomeBTF,24823545,92486,507569,Mar'22
My11Circle,Gaming,OF-14336_My11Circle_Rewards,16235329,25784,1400000,Mar'22
UNI Cards,BFSI,"OF-13951_Ethinos-Unicards_MMBTF,HomeBTF,PT",22300,284,1704,Mar'22
UNI Cards,BFSI,"OF-13951_Ethinos-Unicards_MMBTF,HomeBTF,PT",753218,1609,9654,Mar'22
Ludo_Gold,Gaming,OF-14194_Ludo Gold_HomeBTF,12418061,55236,1400000,Mar'22
IDFC CC,BFSI,"OF-13845_Sokrati-IDFC CC_HomeBTF,MMBTF",9216650,32173,128507,Mar'22
Ultratech,Misc,OF-14340_Ultratech_Post transaction,12093398,36343,840000,Mar'22
My11Circle,Gaming,OF-14337_My11Circle_HomeMasthead,67756305,82539,1600000,Mar'22
Ace2three,Gaming,OF-14322_Ace2Three Fantasy_HomemastHead,104057577,209825,2500000,Mar'22
Jupiter,BFSI,OF-14356_Jupiter_CB_CPDBanner_March'22_CB,21400917,16713,126000,Mar'22
My11Circle,Gaming,OF-14339_My11Circle_HomemastHead,132382233,235829,2500000,Mar'22
Rupeek,BFSI,OF-14363_Rupeek_CPC5_Mar'22Banners_CB,70767928,39960,11437,Mar'22
Rupeek,BFSI,OF-14363_Rupeek_CPC5_Mar'22Banners_CB,101969773,309432,88563,Mar'22
Ultratech,Misc,OF-14340_Ultratech_Post transaction,0,0,0,Mar'22
Kalpataru,Misc,OF-14357_Kalpataru_Homepage ATF,14,0,2,Mar'22
Meesho,e-Commerce,OF-14164_Meesho,15337479,6423,463798,Mar'22
Meesho,e-Commerce,OF-14164_Meesho,2571626,2156,77765,Mar'22
Meesho,e-Commerce,OF-14164_Meesho,8973375,12656,271350,Mar'22
Meesho,e-Commerce,OF-14164_Meesho,22659637,10026,685216,Mar'22
FK BNPL,e-Commerce,OF-14301_FK BNPL,82141714,190765,457905,Mar'22
FK BNPL,e-Commerce,OF-14301_FK BNPL,1503288,9205,22095,Mar'22
Hotstar IPL AIRTEL,OTT & Entertainment,OF-14313_Hotstar IPL AIRTEL,15498716,365850,1084910,Mar'22
Hotstar IPL Jio,OTT & Entertainment,OF-14311_Hotstar IPL Jio,21729358,500469,1521055,Mar'22
Hotstar IPL VI,OTT & Entertainment,OF-14314_Hotstar IPL VI,8738930,176195,611725,Mar'22
Meesho,e-Commerce,OF-14164_Meesho,635861,468,19228,Mar'22
TataCliq Mall,e-Commerce,OF-14350_TataCliq Mall,27745,40,0,Mar'22
TataCliq Mall,e-Commerce,OF-14350_TataCliq Mall,8075,1,0,Mar'22
My11Circle,Gaming,OF-14366_My11Circle_HomeBTF,13148167,26129,900000,Mar'22
Rupeek,BFSI,"OF-14362_Rupeek_CPC5_Mar'22Banners_Rewards, Home BTF,Mymoney BTF",1767495,2353,11765,Mar'22
Swiss International,Misc,OF-14399_Swiss_International_HomeATF_PT Txn,11167956,13903,111224,Mar'22
Swiss International,Misc,OF-14399_Swiss_International_HomeATF_PT Txn,3311277,9700,77600,Mar'22
My11Circle,Gaming,OF-14369_My11Circle_HomemastHead,286943442,567288,3600000,Mar'22
Jupiter,BFSI,OF-14400_Jupiter_HPCPD Banner_30thMarch2022_HomePage BTF,3203315,8817,126000,Mar'22
Jupiter,BFSI,OF-14401_Jupiter_RewardsCPD Banner_30thMarch2022_Rewards,2255719,4724,0,Mar'22
PlayerZpot,Gaming,OF-14398_Playerzpot_Homepage ATF,1,0,0,Mar'22
Adda52 Rummy,Gaming,OF-14371_Adda52_Reward,1,1,0,Mar'22
Ludo_Gold,Gaming,OF-14461_Ludo Gold_HomeATF,1,1,0,Mar'22
PlayerZpot,Gaming,OF-13008_Playerzpot_Rewards_CB,9419,86,0,Feb'22
Sharekhan,BFSI,OF-13013_Sharekhan_MyMoneyBTF,4484464,23846,0,Feb'22
Junglee Rummy,Gaming,"OF-13036_JungleRummy_HomeBTF,MyMoneyBTF",7634,253,0,Feb'22
CoinDCX,BFSI,OF-13137_CoinDCX_PostTxn/CB,54045,1058,0,Feb'22
Bajaj,BFSI,"OF-13142_Momentus-Bajaj PL_HPATF,HPBTF",13,0,0,Feb'22
5paisa,BFSI,"OF-13152_Affinity(Veve)-5 paisa_HomeBTF,HP,MMBTF",125,6,30,Feb'22
boAt,OEMs,OF-13245_Boat_CBC_PostTxn,14,13,0,Feb'22
Rummy Circle,Gaming,OF-13356_RummyCircle_HomeBTF,89879144,186121,5392749,Feb'22
Meesho,e-Commerce,OF-13391_Meesho_CBC_PT,5069818,22952,137290,Feb'22
Chaupal,OTT & Entertainment,OF-13423_Chaupal TV_HomeATF,791363,2281,31655,Feb'22
HowZat_MyMoney,Gaming,"OF-13441_Howzat_Home ATF,BTF",1004961,4106,17625,Feb'22
Onecard,BFSI,OF-13471_Onecard_HomeMasThead,339686521,1410767,2600000,Feb'22
Onecard,BFSI,OF-13550_Onecard_MMBTF_CB,53291028,75721,287235,Feb'22
Aha,OTT & Entertainment,OF-13568_Aha,58929398,159523,591834,Feb'22
My11Circle,Gaming,OF-13579_My11Circle_CB,116861909,25969,64454,Feb'22
My11Circle,Gaming,OF-13580_CBC_My11Circle,102757027,118924,59724,Feb'22
Licious,e-Commerce,"OF-13619_Licious_Reward,HomeATF",377286,935,5610,Feb'22
CoinSwitch,BFSI,OF-13629_Coinswitch_HomePage BTF/Rewards,6099939,14404,304997,Feb'22
CoinSwitch,BFSI,OF-13630_Coinswitch_CheckBalanace/CBC,62925664,13515,33788,Feb'22
Mojo,e-Commerce,"OF-13636_Mojo Care_Reward,CB",795052,1405,9835,Feb'22
My11Circle,Gaming,OF-13670_My11Circle_CB/CBC,2965295,627,3762,Feb'22
WOW SKin,e-Commerce,OF-13682_WOW SKIN_HomeMastHead,155158395,464264,1800000,Feb'22
Cashe,BFSI,"OF-13714_Cashe_CBC,PT",107091740,632870,360568,Feb'22
Pharmeasy,Health & wellness,"OF-13767_Pharmeasy_HomeBTF,Reward",594206,1678,11746,Feb'22
Apollo 247,Health & wellness,OF-13771_Apollo 247_HomeATE/HomeBTF,1048419,2451,12255,Feb'22
IDFC_First,BFSI,OF-12281_IDFCFirst_18thNov,4019,53,0,Feb'22
IDFC_First,BFSI,OF-12636_Sokrati-IDFC First Savings,3207,32,0,Feb'22
Junglee Rummy,Gaming,"OF-13037_JungleeRummy_HomeATF,Rewards",15510,263,0,Feb'22
CoinSwitch,BFSI,"OF-13114_Coinswitch_HPBTF,MMBTF",25610,359,1295,Feb'22
Citibank,BFSI,OF-13134_Citibank_CB,2196,37,0,Feb'22
Dhan,BFSI,OF-13145_Dhan_HomMasthHead,14692260,51540,102239,Feb'22
Dhan,BFSI,OF-13146_Dhan_HomeBTF,1828814,10211,50372,Feb'22
zomato,FnB,OF-13151_Zomato_Reward,7774756,36698,62575,Feb'22
UNI Cards,BFSI,OF-13179_Ethinos-UNI Card_HomeBTF,71484,2669,12621,Feb'22
Navi MF,BFSI,OF-13180_Navi PL_CBC,157050,3734,0,Feb'22
Lenskart,e-Commerce,"OF-13234_Lenskart_HP,CB,PostTxn",7364,9,0,Feb'22
Hotstar,OTT & Entertainment,OF-13362_Hotstart_Homepage/CB/PT,1153,20,52,Feb'22
Citibank,BFSI,"OF-13387_Citibank_CB, PT, CBC",24727209,44593,89186,Feb'22
Zepto,e-Commerce,"OF-13407_Zepto_HomeMastHead,PostTxn",144381,374,1025,Feb'22
KFC,FnB,OF-13419_KFC_Post Txn,48814229,164451,411225,Feb'22
PlayerZpot,Gaming,OF-13429_Playerzpot_Rewards,36179736,57349,321954,Feb'22
Vane Heusen,Offline Retail,"OF-13433_Van Heusen_Reward,MMBTF,CB",2740180,9005,45025,Feb'22
Jupiter,BFSI,"OF-13465_Jupiter_HomeBTF,MMBTF,Reward",1478520,5157,25344,Feb'22
5paisa,BFSI,"OF-13485_Affinity(veve) -5 paisa_HomeBTF,MMBTF",14070909,23029,88328,Feb'22
Motilal,BFSI,OF-13486_Affinity(veve)-Motilal Oswal_HomeBTF_MMBTF,14464374,23607,95077,Feb'22
Standard chartered,BFSI,OF-13585_iProspect-Standard Chartered_HomeBTF,114644,568,4544,Feb'22
RummyCulture,Gaming,"OF-13602_Rummy Culture_Reward,PostTxn",23278118,36010,153897,Feb'22
Dhani_DOF,BFSI,OF-13640_Dhani_StocksCampaign_FOC_Trail_Feb22-HomeBTF6,5027114,2120,2137,Feb'22
ICICI Securities,BFSI,OF-11603_ICICI Direct_OCT08,44391,88,0,Feb'22
Gamezy,Gaming,OF-12212_Gamezy Poker,17679,167,0,Feb'22
PayTM First Games,Gaming,"OF-12436_PayTM First Games_HP,Reward,Mymoney",482052,2882,0,Feb'22
Apple,Telecom & Utility,OF-12521_Apple,1220192,7805,1000000,Feb'22
Performics-Axis CC,BFSI,OF-12689_Performics-AxisCC_Homemasthead,3501860,6376,21619,Feb'22
Ludo_Gold,Gaming,OF-12868_Ludo Gold_1stJan,77215,178,0,Feb'22
Ludo Supreme,Gaming,OF-12933_Ludo Ninja_3rdJan,78911,229,0,Feb'22
IIFL,BFSI,OF-13038_Veve (IIFL)_Rewards,233486,338,0,Feb'22
HDFC,BFSI,"OF-13071_HDFC_Reward,MyMoney,CB,HomeATF",23621,27,0,Feb'22
Jupiter,BFSI,"OF-13113_Jupiter_HP, MMBTF, Rewards",9320,38,0,Feb'22
Upstox,BFSI,"OF-13136_Upstox_Rewards,MMBTF,HP,HomeBTF",1116900,1629,0,Feb'22
Ludo_Gold,Gaming,OF-13346_Ludo Gold_Homemasthead/Rewards/Mymoney BTF/CB,9452115,33889,198739,Feb'22
PayTM First Games,Gaming,"OF-13351_PaytmGames_Banner_Feb'22_Home BTF, Rewards,Mymoney BTF, CB",29100973,44022,347220,Feb'22
Jupiter,BFSI,"OF-13369_Jupiter_HP,CB,PT,CBC",155721124,113370,55507,Feb'22
